Source,Target,Type,Id,Label,timeset,Weight
AdinRoss,ludwig,Undirected,41217,,,868
AdinRoss,Bugha,Undirected,41218,,,644
AdinRoss,scump,Undirected,41219,,,736
AdinRoss,UnknownxArmy,Undirected,41220,,,986
AdinRoss,bronny,Undirected,41221,,,6924
BigEx,Silky,Undirected,41226,,,582
Nadeshot,pokimane,Undirected,41238,,,766
Nadeshot,Symfuhny,Undirected,41239,,,1524
Nadeshot,Syndicate,Undirected,41240,,,526
Nadeshot,NICKMERCS,Undirected,41241,,,3214
Nadeshot,JASONR,Undirected,41242,,,924
Nadeshot,Tfue,Undirected,41243,,,546
Nadeshot,tarik,Undirected,41244,,,746
Nadeshot,Sykkuno,Undirected,41245,,,846
Nadeshot,Trainwreckstv,Undirected,41246,,,862
Nadeshot,Castro_1021,Undirected,41247,,,646
Nadeshot,TimTheTatman,Undirected,41248,,,3534
Nadeshot,ludwig,Undirected,41249,,,1350
Nadeshot,scump,Undirected,41250,,,1766
LVNDMARK,Deadlyslob,Undirected,41258,,,1286
LVNDMARK,NICKMERCS,Undirected,41259,,,880
LVNDMARK,CohhCarnage,Undirected,41260,,,502
LVNDMARK,LIRIK,Undirected,41261,,,1530
LVNDMARK,Trainwreckstv,Undirected,41262,,,654
LVNDMARK,TimTheTatman,Undirected,41263,,,810
LVNDMARK,Smoke,Undirected,41264,,,694
LVNDMARK,ludwig,Undirected,41265,,,644
LVNDMARK,sodapoppin,Undirected,41266,,,868
BaboAbe,QuarterJade,Undirected,41270,,,1112
BaboAbe,AriaSaki,Undirected,41271,,,1450
BaboAbe,fuslie,Undirected,41272,,,922
BaboAbe,Sykkuno,Undirected,41273,,,1758
BaboAbe,ludwig,Undirected,41274,,,1850
BaboAbe,itsRyanHiga,Undirected,41275,,,944
BaboAbe,Ash_on_LoL,Undirected,41276,,,1590
BaboAbe,bnans,Undirected,41277,,,526
BaboAbe,peterparkTV,Undirected,41278,,,742
BaboAbe,Masayoshi,Undirected,41279,,,586
Atrioc,tommyinnit,Undirected,41286,,,1562
Atrioc,pokimane,Undirected,41287,,,1506
Atrioc,Ottomated,Undirected,41288,,,672
Atrioc,Nmplol,Undirected,41289,,,914
Atrioc,itsHafu,Undirected,41290,,,1030
Atrioc,Philza,Undirected,41291,,,660
Atrioc,QuarterJade,Undirected,41292,,,1858
Atrioc,moistcr1tikal,Undirected,41293,,,814
Atrioc,Tubbo,Undirected,41294,,,682
Atrioc,AriaSaki,Undirected,41295,,,1632
Atrioc,fuslie,Undirected,41296,,,1656
Atrioc,Sykkuno,Undirected,41297,,,8574
Atrioc,joeytuan,Undirected,41298,,,766
Atrioc,Trainwreckstv,Undirected,41299,,,2162
Atrioc,Maya,Undirected,41300,,,820
Atrioc,HasanAbi,Undirected,41301,,,1122
Atrioc,jacksepticeye,Undirected,41302,,,1812
Atrioc,ludwig,Undirected,41303,,,31646
Atrioc,sodapoppin,Undirected,41304,,,844
Atrioc,MitchJones,Undirected,41305,,,522
Atrioc,ConnorEatsPants,Undirected,41306,,,2052
Atrioc,itsRyanHiga,Undirected,41307,,,788
Atrioc,GMHikaru,Undirected,41308,,,558
Atrioc,Ash_on_LoL,Undirected,41309,,,1938
Atrioc,5uppp,Undirected,41310,,,514
Atrioc,bnans,Undirected,41311,,,678
Atrioc,PointCrow,Undirected,41312,,,610
Atrioc,peterparkTV,Undirected,41313,,,1430
Cizzorz,NICKMERCS,Undirected,41315,,,700
CrankGameplays,tommyinnit,Undirected,41317,,,790
CrankGameplays,Sykkuno,Undirected,41318,,,806
CrankGameplays,jacksepticeye,Undirected,41319,,,1420
Flight23white,Im_Dontai,Undirected,41326,,,538
Flight23white,RiceGum,Undirected,41327,,,1020
Flight23white,NICKMERCS,Undirected,41328,,,1526
Flight23white,StableRonaldo_,Undirected,41329,,,698
Flight23white,LosPollosTV,Undirected,41330,,,1152
Flight23white,bronny,Undirected,41331,,,798
yvonnie,pokimane,Undirected,41335,,,778
yvonnie,QuarterJade,Undirected,41336,,,1260
yvonnie,AriaSaki,Undirected,41337,,,1576
yvonnie,fuslie,Undirected,41338,,,2514
yvonnie,Sykkuno,Undirected,41339,,,1768
yvonnie,ludwig,Undirected,41340,,,1660
yvonnie,itsRyanHiga,Undirected,41341,,,632
yvonnie,Ash_on_LoL,Undirected,41342,,,850
yvonnie,peterparkTV,Undirected,41343,,,924
yvonnie,Masayoshi,Undirected,41344,,,642
Chigua,coscu,Undirected,41345,,,836
Chigua,Brunenger,Undirected,41346,,,806
Momo,Silvervale,Undirected,41352,,,614
tommyinnit,BadBoyHalo,Undirected,41364,,,27246
tommyinnit,pokimane,Undirected,41365,,,2002
tommyinnit,CallMeCarsonLIVE,Undirected,41366,,,762
tommyinnit,itsHafu,Undirected,41367,,,1412
tommyinnit,SteveSuptic,Undirected,41368,,,540
tommyinnit,Philza,Undirected,41369,,,46510
tommyinnit,NICKMERCS,Undirected,41370,,,950
tommyinnit,Nihachu,Undirected,41371,,,21680
tommyinnit,moistcr1tikal,Undirected,41372,,,2060
tommyinnit,dakotaz,Undirected,41373,,,764
tommyinnit,beschttv,Undirected,41374,,,2900
tommyinnit,StableRonaldo_,Undirected,41375,,,938
tommyinnit,awesamdude,Undirected,41376,,,20876
tommyinnit,Eret,Undirected,41377,,,7470
tommyinnit,Tubbo,Undirected,41378,,,121090
tommyinnit,AriaSaki,Undirected,41379,,,744
tommyinnit,fuslie,Undirected,41380,,,976
tommyinnit,Tfue,Undirected,41381,,,1018
tommyinnit,Sykkuno,Undirected,41382,,,19738
tommyinnit,DanTDM,Undirected,41383,,,728
tommyinnit,Trainwreckstv,Undirected,41384,,,1848
tommyinnit,Castro_1021,Undirected,41385,,,644
tommyinnit,TimTheTatman,Undirected,41386,,,822
tommyinnit,jacksepticeye,Undirected,41387,,,6684
tommyinnit,ludwig,Undirected,41388,,,8104
tommyinnit,Punz,Undirected,41389,,,10336
tommyinnit,ConnorEatsPants,Undirected,41390,,,25788
tommyinnit,DropsByPonk,Undirected,41391,,,3546
tommyinnit,Ash_on_LoL,Undirected,41392,,,538
tommyinnit,5uppp,Undirected,41393,,,4282
tommyinnit,peterparkTV,Undirected,41394,,,754
Zeitnotlol,Rekkles,Undirected,41395,,,584
Zeitnotlol,Crystal_LoL,Undirected,41396,,,772
Zeitnotlol,Jahrein,Undirected,41397,,,944
Zeitnotlol,FabulousN,Undirected,41398,,,1584
Zeitnotlol,Elraenn,Undirected,41399,,,912
Zeitnotlol,wtcN,Undirected,41400,,,1176
Stray228,Evelone192,Undirected,41401,,,3606
Stray228,Dota2RuHub,Undirected,41402,,,8630
Stray228,9pasha,Undirected,41403,,,716
Stray228,Dota2ruhub2,Undirected,41404,,,804
Stray228,buster,Undirected,41405,,,2890
Stray228,HoneyMad,Undirected,41406,,,764
Stray228,icebergdoto,Undirected,41407,,,1226
Stray228,AhriNyan,Undirected,41408,,,1198
Stray228,ybicanoooobov,Undirected,41409,,,4606
Stray228,epic_sh4doweh,Undirected,41410,,,1458
Stray228,mokrivskyi,Undirected,41411,,,650
Stray228,Recrent,Undirected,41412,,,822
Stray228,modestal,Undirected,41413,,,506
Stray228,KarmikKoala,Undirected,41414,,,792
1mpala,Evelone192,Undirected,41415,,,2718
1mpala,buster,Undirected,41416,,,2588
1mpala,PCH3LK1N,Undirected,41417,,,2398
1mpala,ZLOYn,Undirected,41418,,,720
1mpala,AhriNyan,Undirected,41419,,,1116
1mpala,mokrivskyi,Undirected,41420,,,1266
1mpala,karavay46,Undirected,41421,,,926
Eray,Jahrein,Undirected,41422,,,2064
Eray,PurpleBixi,Undirected,41423,,,930
Eray,FabulousN,Undirected,41424,,,600
Eray,Toqtir,Undirected,41425,,,776
Eray,annadeniz,Undirected,41426,,,1084
Eray,Chips,Undirected,41427,,,778
Eray,Gokhan_Oner,Undirected,41428,,,752
Eray,Elraenn,Undirected,41429,,,4010
Eray,CyberRulzTv,Undirected,41430,,,2010
Eray,wtcN,Undirected,41431,,,5404
Eray,Lunawae,Undirected,41432,,,544
notmes,Nmplol,Undirected,41439,,,1758
notmes,Jinnytty,Undirected,41440,,,530
notmes,cdewx,Undirected,41441,,,2460
notmes,Towelliee,Undirected,41442,,,2124
notmes,Trainwreckstv,Undirected,41443,,,908
notmes,Maya,Undirected,41444,,,1340
notmes,Quin69,Undirected,41445,,,790
notmes,ludwig,Undirected,41446,,,1324
notmes,sodapoppin,Undirected,41447,,,2300
notmes,MitchJones,Undirected,41448,,,2256
notmes,pokelawls,Undirected,41449,,,578
Albralelie,TSM_ImperialHal,Undirected,41453,,,2898
Albralelie,ShivFPS,Undirected,41454,,,1170
Deadlyslob,LIRIK,Undirected,41459,,,560
PatoPapao,cidcidoso,Undirected,41464,,,542
PatoPapao,Rakin,Undirected,41465,,,1280
PatoPapao,Gabi,Undirected,41466,,,570
PatoPapao,takeshi,Undirected,41467,,,2184
PatoPapao,aXtLOL,Undirected,41468,,,1328
PatoPapao,Baiano,Undirected,41469,,,794
PatoPapao,alanzoka,Undirected,41470,,,1852
g2perkz,Rekkles,Undirected,41484,,,14518
g2perkz,Faker,Undirected,41485,,,3824
g2perkz,CoreJJ,Undirected,41486,,,1106
g2perkz,pokimane,Undirected,41487,,,704
g2perkz,lol_nemesis,Undirected,41488,,,1152
g2perkz,Nmplol,Undirected,41489,,,728
g2perkz,itsHafu,Undirected,41490,,,658
g2perkz,alexelcapo,Undirected,41491,,,588
g2perkz,TFBlade,Undirected,41492,,,2162
g2perkz,NICKMERCS,Undirected,41493,,,518
g2perkz,LVPes,Undirected,41494,,,690
g2perkz,lol_selfmade,Undirected,41495,,,2730
g2perkz,LIRIK,Undirected,41496,,,1094
g2perkz,Nightblue3,Undirected,41497,,,548
g2perkz,Thijs,Undirected,41498,,,672
g2perkz,Jankos,Undirected,41499,,,12110
g2perkz,ibai,Undirected,41500,,,2032
g2perkz,Japczan,Undirected,41501,,,642
g2perkz,Sykkuno,Undirected,41502,,,842
g2perkz,Trainwreckstv,Undirected,41503,,,1232
g2perkz,k3soju,Undirected,41504,,,908
g2perkz,Th3Antonio,Undirected,41505,,,584
g2perkz,HasanAbi,Undirected,41506,,,624
g2perkz,Doublelift,Undirected,41507,,,4542
g2perkz,ludwig,Undirected,41508,,,1228
g2perkz,sodapoppin,Undirected,41509,,,1518
g2perkz,MitchJones,Undirected,41510,,,698
g2perkz,IWillDominate,Undirected,41511,,,1732
g2perkz,Werlyb,Undirected,41512,,,580
g2perkz,GMHikaru,Undirected,41513,,,1514
g2perkz,dopa24,Undirected,41514,,,2086
g2perkz,NoWay4u_Sir,Undirected,41515,,,2082
g2perkz,ElmiilloR,Undirected,41516,,,1354
g2perkz,KarasMai,Undirected,41517,,,1082
g2perkz,Sanchovies,Undirected,41518,,,516
g2perkz,midbeast,Undirected,41519,,,2536
Enviosity,LIRIK,Undirected,41521,,,544
Enviosity,Sykkuno,Undirected,41522,,,694
Enviosity,AdmiralBahroo,Undirected,41523,,,640
Enviosity,Tectone,Undirected,41524,,,1694
Enviosity,ludwig,Undirected,41525,,,728
cidcidoso,RatoBorrachudo,Undirected,41531,,,1158
cidcidoso,Rakin,Undirected,41532,,,536
cidcidoso,Gabi,Undirected,41533,,,562
cidcidoso,lucascharmoso,Undirected,41534,,,884
cidcidoso,fnxLNTC,Undirected,41535,,,534
cidcidoso,FlowPodcast,Undirected,41536,,,848
cidcidoso,deercheerup,Undirected,41537,,,1396
cidcidoso,tioorochitwitch,Undirected,41538,,,1026
cidcidoso,aXtLOL,Undirected,41539,,,558
cidcidoso,alanzoka,Undirected,41540,,,1858
nelkboys,RiceGum,Undirected,41548,,,1106
nelkboys,NICKMERCS,Undirected,41549,,,1984
nelkboys,StableRonaldo_,Undirected,41550,,,746
nelkboys,Trainwreckstv,Undirected,41551,,,550
nelkboys,ludwig,Undirected,41552,,,810
Rekkles,Faker,Undirected,41566,,,5002
Rekkles,CoreJJ,Undirected,41567,,,1176
Rekkles,pokimane,Undirected,41568,,,1384
Rekkles,lol_nemesis,Undirected,41569,,,980
Rekkles,Nmplol,Undirected,41570,,,1088
Rekkles,itsHafu,Undirected,41571,,,720
Rekkles,alexelcapo,Undirected,41572,,,1216
Rekkles,Jinnytty,Undirected,41573,,,622
Rekkles,TFBlade,Undirected,41574,,,2450
Rekkles,TSM_ImperialHal,Undirected,41575,,,506
Rekkles,NICKMERCS,Undirected,41576,,,640
Rekkles,LVPes,Undirected,41577,,,1296
Rekkles,CohhCarnage,Undirected,41578,,,586
Rekkles,Sardoche,Undirected,41579,,,1020
Rekkles,lol_selfmade,Undirected,41580,,,1326
Rekkles,LIRIK,Undirected,41581,,,1264
Rekkles,FabulousN,Undirected,41582,,,568
Rekkles,auronplay,Undirected,41583,,,804
Rekkles,Nightblue3,Undirected,41584,,,772
Rekkles,RduLIVE,Undirected,41585,,,608
Rekkles,Thijs,Undirected,41586,,,758
Rekkles,Jankos,Undirected,41587,,,15036
Rekkles,ibai,Undirected,41588,,,5078
Rekkles,Japczan,Undirected,41589,,,1182
Rekkles,Shaunz,Undirected,41590,,,686
Rekkles,ReventXz,Undirected,41591,,,1246
Rekkles,Sykkuno,Undirected,41592,,,1376
Rekkles,Trainwreckstv,Undirected,41593,,,1260
Rekkles,Castro_1021,Undirected,41594,,,578
Rekkles,Maya,Undirected,41595,,,624
Rekkles,knekro,Undirected,41596,,,886
Rekkles,k3soju,Undirected,41597,,,1360
Rekkles,Th3Antonio,Undirected,41598,,,1256
Rekkles,coscu,Undirected,41599,,,594
Rekkles,Solary,Undirected,41600,,,1156
Rekkles,TimTheTatman,Undirected,41601,,,518
Rekkles,HasanAbi,Undirected,41602,,,666
Rekkles,Quin69,Undirected,41603,,,580
Rekkles,Doublelift,Undirected,41604,,,7412
Rekkles,jean_mago,Undirected,41605,,,664
Rekkles,Broeki1,Undirected,41606,,,598
Rekkles,ludwig,Undirected,41607,,,1784
Rekkles,sodapoppin,Undirected,41608,,,2626
Rekkles,dogdog,Undirected,41609,,,540
Rekkles,MitchJones,Undirected,41610,,,1250
Rekkles,IlloJuan,Undirected,41611,,,516
Rekkles,IWillDominate,Undirected,41612,,,1596
Rekkles,Gotaga,Undirected,41613,,,544
Rekkles,ROSHTEIN,Undirected,41614,,,696
Rekkles,Werlyb,Undirected,41615,,,886
Rekkles,keanelol,Undirected,41616,,,506
Rekkles,GMHikaru,Undirected,41617,,,1720
Rekkles,dopa24,Undirected,41618,,,1764
Rekkles,NoWay4u_Sir,Undirected,41619,,,2818
Rekkles,ElmiilloR,Undirected,41620,,,3012
Rekkles,Paoloidolo,Undirected,41621,,,542
Rekkles,KarasMai,Undirected,41622,,,1106
Rekkles,Sanchovies,Undirected,41623,,,552
Rekkles,midbeast,Undirected,41624,,,1800
Rekkles,Alderiate,Undirected,41625,,,848
Rekkles,Rubius,Undirected,41626,,,1520
adolfz,ziGueira,Undirected,41630,,,508
adolfz,deercheerup,Undirected,41631,,,616
adolfz,alanzoka,Undirected,41632,,,724
Faker,pokimane,Undirected,41643,,,572
Faker,itsHafu,Undirected,41644,,,536
Faker,TFBlade,Undirected,41645,,,1864
Faker,NICKMERCS,Undirected,41646,,,586
Faker,Sardoche,Undirected,41647,,,582
Faker,LIRIK,Undirected,41648,,,992
Faker,Thijs,Undirected,41649,,,664
Faker,Jankos,Undirected,41650,,,2528
Faker,ibai,Undirected,41651,,,1594
Faker,AriaSaki,Undirected,41652,,,520
Faker,Sykkuno,Undirected,41653,,,570
Faker,Trainwreckstv,Undirected,41654,,,906
Faker,Doublelift,Undirected,41655,,,2154
Faker,jean_mago,Undirected,41656,,,836
Faker,ludwig,Undirected,41657,,,574
Faker,sodapoppin,Undirected,41658,,,1142
Faker,GMHikaru,Undirected,41659,,,712
Faker,dopa24,Undirected,41660,,,3068
Faker,NoWay4u_Sir,Undirected,41661,,,610
Faker,ElmiilloR,Undirected,41662,,,822
Faker,alanzoka,Undirected,41663,,,668
Faker,KarasMai,Undirected,41664,,,566
Faker,midbeast,Undirected,41665,,,874
Faker,Rubius,Undirected,41666,,,846
AsmodaiTV,RduLIVE,Undirected,41668,,,2532
AsmodaiTV,Thijs,Undirected,41669,,,1406
AsmodaiTV,Sjow,Undirected,41670,,,824
AsmodaiTV,dogdog,Undirected,41671,,,1612
mount,Rakin,Undirected,41673,,,1330
mount,Gabi,Undirected,41674,,,3604
mount,calango,Undirected,41675,,,1396
mount,tioorochitwitch,Undirected,41676,,,528
mount,alanzoka,Undirected,41677,,,1730
CoreJJ,Jankos,Undirected,41683,,,598
CoreJJ,Doublelift,Undirected,41684,,,1394
CoreJJ,IWillDominate,Undirected,41685,,,804
x6FlipiN,auronplay,Undirected,41687,,,712
x6FlipiN,ibai,Undirected,41688,,,1818
x6FlipiN,Rubius,Undirected,41689,,,1168
Bananirou,coscu,Undirected,41691,,,1108
BadBoyHalo,CallMeCarsonLIVE,Undirected,41695,,,612
BadBoyHalo,Philza,Undirected,41696,,,9876
BadBoyHalo,Nihachu,Undirected,41697,,,4936
BadBoyHalo,moistcr1tikal,Undirected,41698,,,722
BadBoyHalo,beschttv,Undirected,41699,,,4390
BadBoyHalo,awesamdude,Undirected,41700,,,9544
BadBoyHalo,Eret,Undirected,41701,,,6950
BadBoyHalo,Tubbo,Undirected,41702,,,19668
BadBoyHalo,Sykkuno,Undirected,41703,,,3788
BadBoyHalo,Trainwreckstv,Undirected,41704,,,578
BadBoyHalo,jacksepticeye,Undirected,41705,,,1226
BadBoyHalo,ludwig,Undirected,41706,,,1734
BadBoyHalo,Punz,Undirected,41707,,,12874
BadBoyHalo,ConnorEatsPants,Undirected,41708,,,3900
BadBoyHalo,DropsByPonk,Undirected,41709,,,1560
BadBoyHalo,Ash_on_LoL,Undirected,41710,,,748
BadBoyHalo,5uppp,Undirected,41711,,,1304
pokimane,Nmplol,Undirected,41745,,,3198
pokimane,itsHafu,Undirected,41746,,,6444
pokimane,Symfuhny,Undirected,41747,,,946
pokimane,Jinnytty,Undirected,41748,,,2308
pokimane,Gorgc,Undirected,41749,,,518
pokimane,Greekgodx,Undirected,41750,,,1382
pokimane,SteveSuptic,Undirected,41751,,,1590
pokimane,Philza,Undirected,41752,,,784
pokimane,Syndicate,Undirected,41753,,,544
pokimane,QuarterJade,Undirected,41754,,,3164
pokimane,NICKMERCS,Undirected,41755,,,2256
pokimane,CohhCarnage,Undirected,41756,,,712
pokimane,moistcr1tikal,Undirected,41757,,,854
pokimane,Sardoche,Undirected,41758,,,616
pokimane,LIRIK,Undirected,41759,,,2060
pokimane,dakotaz,Undirected,41760,,,2698
pokimane,Jankos,Undirected,41761,,,556
pokimane,ibai,Undirected,41762,,,506
pokimane,Tubbo,Undirected,41763,,,1298
pokimane,AriaSaki,Undirected,41764,,,3328
pokimane,fuslie,Undirected,41765,,,5018
pokimane,mistermv,Undirected,41766,,,656
pokimane,Tfue,Undirected,41767,,,874
pokimane,neeko,Undirected,41768,,,584
pokimane,LuluLuvely,Undirected,41769,,,550
pokimane,Sykkuno,Undirected,41770,,,10982
pokimane,Loeya,Undirected,41771,,,580
pokimane,joeytuan,Undirected,41772,,,554
pokimane,Trainwreckstv,Undirected,41773,,,6058
pokimane,Castro_1021,Undirected,41774,,,958
pokimane,Maya,Undirected,41775,,,2728
pokimane,k3soju,Undirected,41776,,,564
pokimane,AdmiralBahroo,Undirected,41777,,,670
pokimane,Ponce,Undirected,41778,,,704
pokimane,TimTheTatman,Undirected,41779,,,2048
pokimane,HasanAbi,Undirected,41780,,,2446
pokimane,Quin69,Undirected,41781,,,730
pokimane,jacksepticeye,Undirected,41782,,,2092
pokimane,NymN,Undirected,41783,,,1112
pokimane,Doublelift,Undirected,41784,,,806
pokimane,BotezLive,Undirected,41785,,,860
pokimane,ludwig,Undirected,41786,,,9730
pokimane,sodapoppin,Undirected,41787,,,3346
pokimane,dogdog,Undirected,41788,,,546
pokimane,MitchJones,Undirected,41789,,,1594
pokimane,ConnorEatsPants,Undirected,41790,,,622
pokimane,Gotaga,Undirected,41791,,,666
pokimane,pokelawls,Undirected,41792,,,1320
pokimane,Yogscast,Undirected,41793,,,526
pokimane,itsRyanHiga,Undirected,41794,,,1246
pokimane,39daph,Undirected,41795,,,1338
pokimane,lestream,Undirected,41796,,,656
pokimane,GMHikaru,Undirected,41797,,,1388
pokimane,Ash_on_LoL,Undirected,41798,,,1784
pokimane,5uppp,Undirected,41799,,,1906
pokimane,alanzoka,Undirected,41800,,,514
pokimane,bnans,Undirected,41801,,,852
pokimane,peterparkTV,Undirected,41802,,,3488
pokimane,Masayoshi,Undirected,41803,,,1204
pokimane,Rubius,Undirected,41804,,,720
CallMeCarsonLIVE,Philza,Undirected,41810,,,578
CallMeCarsonLIVE,moistcr1tikal,Undirected,41811,,,662
CallMeCarsonLIVE,AriaSaki,Undirected,41812,,,770
CallMeCarsonLIVE,Sykkuno,Undirected,41813,,,590
CallMeCarsonLIVE,Trainwreckstv,Undirected,41814,,,518
CallMeCarsonLIVE,ludwig,Undirected,41815,,,2128
CallMeCarsonLIVE,ConnorEatsPants,Undirected,41816,,,692
CallMeCarsonLIVE,Ash_on_LoL,Undirected,41817,,,936
Ottomated,QuarterJade,Undirected,41820,,,750
Ottomated,AriaSaki,Undirected,41821,,,1730
Ottomated,fuslie,Undirected,41822,,,672
Ottomated,Sykkuno,Undirected,41823,,,1436
Ottomated,ludwig,Undirected,41824,,,2410
Ottomated,itsRyanHiga,Undirected,41825,,,662
Ottomated,Ash_on_LoL,Undirected,41826,,,4300
Ottomated,bnans,Undirected,41827,,,654
Ottomated,peterparkTV,Undirected,41828,,,550
mihalina_,Evelone192,Undirected,41829,,,1756
mihalina_,buster,Undirected,41830,,,1828
mihalina_,PCH3LK1N,Undirected,41831,,,700
mihalina_,ZLOYn,Undirected,41832,,,936
mihalina_,AhriNyan,Undirected,41833,,,852
mihalina_,mokrivskyi,Undirected,41834,,,844
POW3Rtv,ilMasseo,Undirected,41837,,,1724
POW3Rtv,NeZaK_,Undirected,41838,,,1236
POW3Rtv,Delux,Undirected,41839,,,1218
POW3Rtv,Moonryde,Undirected,41840,,,1712
POW3Rtv,velox,Undirected,41841,,,758
POW3Rtv,ChristianVieriOfficial,Undirected,41842,,,658
POW3Rtv,Cerbero_Podcast,Undirected,41843,,,616
POW3Rtv,Freneh,Undirected,41844,,,1290
POW3Rtv,DarioMocciaTwitch,Undirected,41845,,,998
POW3Rtv,ZanoXVII,Undirected,41846,,,4836
POW3Rtv,PiazzTwitch,Undirected,41847,,,1138
POW3Rtv,Tumblurr,Undirected,41848,,,3422
POW3Rtv,Xiuder_,Undirected,41849,,,1994
Fresh,NICKMERCS,Undirected,41856,,,1118
Fresh,scoped,Undirected,41857,,,968
Fresh,Loeya,Undirected,41858,,,606
Fresh,Loserfruit,Undirected,41859,,,740
Fresh,Replays,Undirected,41860,,,592
Fresh,x2Twins,Undirected,41861,,,1578
Kaellyn,Nmplol,Undirected,41864,,,580
Kaellyn,Jinnytty,Undirected,41865,,,566
Kaellyn,Pink_Sparkles,Undirected,41866,,,610
Kaellyn,ibai,Undirected,41867,,,546
Kaellyn,sodapoppin,Undirected,41868,,,504
panetty,ilMasseo,Undirected,41869,,,1758
panetty,Cerbero_Podcast,Undirected,41870,,,878
panetty,DarioMocciaTwitch,Undirected,41871,,,1132
panetty,ZanoXVII,Undirected,41872,,,828
panetty,Tumblurr,Undirected,41873,,,872
lol_nemesis,Jankos,Undirected,41877,,,530
Nmplol,itsHafu,Undirected,41903,,,756
Nmplol,Symfuhny,Undirected,41904,,,554
Nmplol,Jinnytty,Undirected,41905,,,7866
Nmplol,Greekgodx,Undirected,41906,,,5624
Nmplol,epicenter_en1,Undirected,41907,,,518
Nmplol,QuarterJade,Undirected,41908,,,624
Nmplol,NICKMERCS,Undirected,41909,,,1744
Nmplol,CohhCarnage,Undirected,41910,,,944
Nmplol,moistcr1tikal,Undirected,41911,,,940
Nmplol,LIRIK,Undirected,41912,,,7008
Nmplol,cdewx,Undirected,41913,,,762
Nmplol,dakotaz,Undirected,41914,,,518
Nmplol,limit_maximum,Undirected,41915,,,628
Nmplol,Jankos,Undirected,41916,,,564
Nmplol,Shotz,Undirected,41917,,,534
Nmplol,AriaSaki,Undirected,41918,,,782
Nmplol,fuslie,Undirected,41919,,,710
Nmplol,Tfue,Undirected,41920,,,548
Nmplol,Towelliee,Undirected,41921,,,568
Nmplol,LosPollosTV,Undirected,41922,,,578
Nmplol,Sykkuno,Undirected,41923,,,1104
Nmplol,Trainwreckstv,Undirected,41924,,,10074
Nmplol,AdmiralBulldog,Undirected,41925,,,732
Nmplol,Castro_1021,Undirected,41926,,,758
Nmplol,Maya,Undirected,41927,,,20660
Nmplol,AdmiralBahroo,Undirected,41928,,,746
Nmplol,TimTheTatman,Undirected,41929,,,3384
Nmplol,HasanAbi,Undirected,41930,,,7164
Nmplol,Quin69,Undirected,41931,,,1890
Nmplol,NymN,Undirected,41932,,,3426
Nmplol,BotezLive,Undirected,41933,,,610
Nmplol,ludwig,Undirected,41934,,,10112
Nmplol,sodapoppin,Undirected,41935,,,23158
Nmplol,MitchJones,Undirected,41936,,,10776
Nmplol,robcdee,Undirected,41937,,,504
Nmplol,Maximilian_DOOD,Undirected,41938,,,524
Nmplol,ROSHTEIN,Undirected,41939,,,588
Nmplol,pokelawls,Undirected,41940,,,7536
Nmplol,Yogscast,Undirected,41941,,,848
Nmplol,39daph,Undirected,41942,,,1726
Nmplol,GMHikaru,Undirected,41943,,,1724
Nmplol,peterparkTV,Undirected,41944,,,544
Nmplol,PaymoneyWubby,Undirected,41945,,,732
itsHafu,Symfuhny,Undirected,41973,,,738
itsHafu,Jinnytty,Undirected,41974,,,834
itsHafu,Gorgc,Undirected,41975,,,614
itsHafu,SteveSuptic,Undirected,41976,,,4296
itsHafu,epicenter_en1,Undirected,41977,,,576
itsHafu,Philza,Undirected,41978,,,918
itsHafu,QuarterJade,Undirected,41979,,,1930
itsHafu,NICKMERCS,Undirected,41980,,,1098
itsHafu,CohhCarnage,Undirected,41981,,,744
itsHafu,moistcr1tikal,Undirected,41982,,,566
itsHafu,LIRIK,Undirected,41983,,,1158
itsHafu,GothamChess,Undirected,41984,,,628
itsHafu,dakotaz,Undirected,41985,,,6696
itsHafu,RduLIVE,Undirected,41986,,,648
itsHafu,Thijs,Undirected,41987,,,726
itsHafu,Tubbo,Undirected,41988,,,1568
itsHafu,ShivFPS,Undirected,41989,,,538
itsHafu,AriaSaki,Undirected,41990,,,2930
itsHafu,fuslie,Undirected,41991,,,3816
itsHafu,Sykkuno,Undirected,41992,,,10854
itsHafu,Loeya,Undirected,41993,,,536
itsHafu,Trainwreckstv,Undirected,41994,,,8532
itsHafu,Castro_1021,Undirected,41995,,,638
itsHafu,Maya,Undirected,41996,,,524
itsHafu,k3soju,Undirected,41997,,,780
itsHafu,AdmiralBahroo,Undirected,41998,,,758
itsHafu,TimTheTatman,Undirected,41999,,,732
itsHafu,HasanAbi,Undirected,42000,,,1072
itsHafu,Quin69,Undirected,42001,,,682
itsHafu,jacksepticeye,Undirected,42002,,,1830
itsHafu,Doublelift,Undirected,42003,,,690
itsHafu,BotezLive,Undirected,42004,,,572
itsHafu,ludwig,Undirected,42005,,,6570
itsHafu,sodapoppin,Undirected,42006,,,1436
itsHafu,dogdog,Undirected,42007,,,1320
itsHafu,Yogscast,Undirected,42008,,,616
itsHafu,itsRyanHiga,Undirected,42009,,,886
itsHafu,39daph,Undirected,42010,,,712
itsHafu,GMHikaru,Undirected,42011,,,1278
itsHafu,Ash_on_LoL,Undirected,42012,,,1668
itsHafu,5uppp,Undirected,42013,,,7496
itsHafu,Northernlion,Undirected,42014,,,634
itsHafu,bnans,Undirected,42015,,,648
